,MS SubClass,MS Zoning,Street,Alley,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Foundation,Bsmt Qual,Total Bsmt SF,Heating,Central Air,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Open Porch SF,Misc Feature,Sale Type,House Age,Remod Age,SalePrice
101,30,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,4.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,3,528.0,GasA,Y,605.0,605.0,1.0,2,5.0,0.0,0,None,0,0.0,0.0,0.0,None,WD ,87.0,5.0,86000.0
103,30,C (all),Pave,None,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,3.0,Mansard,CompShg,AsbShng,AsbShng,None,2,CBlock,2,245.0,GasA,N,797.0,797.0,1.0,2,5.0,0.0,0,None,0,0.0,0.0,36.0,None,WD ,109.0,59.0,44000.0
104,60,RL,Pave,None,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,5,804.0,GasA,Y,804.0,1961.0,2.0,3,7.0,1.0,3,BuiltIn,3,2.0,560.0,192.0,None,WD ,8.0,7.0,215000.0
105,190,RL,Pave,None,Lvl,Corner,NWAmes,RRAn,Feedr,2fmCon,1Story,5.0,Gable,CompShg,Plywood,Plywood,BrkFace,2,CBlock,4,1153.0,GasA,Y,1193.0,1193.0,2.0,2,6.0,0.0,0,Attchd,3,2.0,501.0,153.0,None,WD ,34.0,34.0,146500.0
106,160,FV,Pave,None,Lvl,FR2,Somerst,Norm,Norm,Twnhs,2Story,7.0,Gable,CompShg,MetalSd,MetalSd,None,3,PConc,4,673.0,GasA,Y,673.0,1382.0,2.0,3,6.0,0.0,0,Detchd,1,2.0,490.0,50.0,None,WD ,6.0,6.0,165000.0
107,50,RM,Pave,Grvl,Lvl,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,6.0,Gable,CompShg,Stucco,Stucco,None,2,BrkTil,3,714.0,GasW,N,1664.0,2526.0,2.0,3,10.0,1.0,4,Detchd,1,1.0,216.0,15.0,None,CWD,91.0,57.0,136000.0
108,20,RL,Pave,None,Low,CulDSac,NAmes,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,2,CBlock,4,1705.0,GasA,Y,1390.0,1390.0,1.0,4,4.0,2.0,4,Attchd,1,2.0,550.0,189.0,None,WD ,49.0,49.0,252000.0
109,160,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,2Story,7.0,Gable,CompShg,VinylSd,Wd Shng,Stone,3,PConc,4,764.0,GasA,Y,764.0,1626.0,2.0,3,6.0,0.0,0,BuiltIn,2,2.0,474.0,27.0,None,WD ,7.0,7.0,175500.0
110,70,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,3,690.0,GasA,Y,868.0,1558.0,1.0,2,7.0,1.0,4,Detchd,1,2.0,400.0,36.0,None,WD ,70.0,59.0,150000.0
111,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,2,CBlock,3,978.0,GasA,Y,1422.0,1422.0,1.0,2,6.0,1.0,3,Attchd,2,1.0,286.0,0.0,Shed,WD ,47.0,29.0,139900.0
112,50,RM,Pave,None,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,PConc,3,1078.0,GasA,Y,1128.0,1573.0,2.0,2,8.0,1.0,4,Detchd,1,2.0,360.0,0.0,None,WD ,78.0,16.0,162900.0
113,20,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,6.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1116.0,GasA,Y,1116.0,1116.0,1.0,2,5.0,0.0,0,Attchd,1,2.0,440.0,0.0,None,WD ,48.0,48.0,160000.0
114,20,RL,Pave,None,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,2.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,Slab,0,0.0,GasA,N,660.0,660.0,1.0,1,5.0,0.0,0,None,0,0.0,0.0,0.0,None,WD ,62.0,59.0,63900.0
115,20,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,PConc,3,1140.0,GasA,Y,1707.0,1707.0,2.0,2,7.0,1.0,3,Attchd,3,2.0,479.0,0.0,None,WD ,31.0,11.0,184000.0
117,120,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,9.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,3,PConc,4,1614.0,GasA,Y,1638.0,1638.0,2.0,4,5.0,1.0,3,Attchd,3,2.0,495.0,68.0,None,WD ,8.0,8.0,300000.0
118,190,RL,Pave,None,Lvl,Corner,ClearCr,Norm,Norm,1Fam,1Story,5.0,Flat,Tar&Grv,Plywood,Plywood,Stone,2,CBlock,3,988.0,GasA,Y,1721.0,1721.0,2.0,2,7.0,2.0,3,Basment,1,2.0,626.0,84.0,None,WD ,48.0,48.0,145000.0
119,60,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,4,928.0,GasA,Y,928.0,1764.0,2.0,3,7.0,0.0,0,Attchd,2,2.0,470.0,99.0,None,WD ,12.0,12.0,231500.0
120,30,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,WdShing,Wd Shng,None,2,CBlock,3,996.0,GasA,Y,996.0,996.0,1.0,2,6.0,1.0,4,None,0,0.0,0.0,0.0,None,WD ,68.0,39.0,108000.0
121,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,BrkFace,BrkFace,None,2,CBlock,3,1202.0,GasA,Y,1202.0,1202.0,1.0,2,6.0,0.0,0,Attchd,2,1.0,304.0,35.0,None,COD,53.0,53.0,120000.0
122,20,RL,Pave,None,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,988.0,GasA,Y,988.0,988.0,1.0,2,5.0,0.0,0,Detchd,1,2.0,572.0,0.0,None,WD ,46.0,46.0,128500.0
123,30,RM,Pave,Grvl,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,5.0,Gable,CompShg,WdShing,Wd Shng,None,2,CBlock,3,1008.0,GasA,Y,1028.0,1028.0,1.0,2,5.0,1.0,4,Detchd,1,2.0,360.0,0.0,None,WD ,83.0,60.0,115000.0
124,50,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,Gable,CompShg,AsbShng,AsbShng,None,2,CBlock,3,720.0,GasA,Y,720.0,1284.0,1.0,2,5.0,0.0,0,Detchd,1,1.0,240.0,35.0,None,WD ,62.0,59.0,110000.0
125,60,RL,Pave,None,Lvl,CulDSac,Veenker,Norm,Norm,1Fam,2Story,9.0,Mansard,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,CBlock,4,994.0,GasA,Y,1599.0,2944.0,2.0,3,9.0,1.0,4,Attchd,2,3.0,864.0,70.0,None,WD ,31.0,31.0,150000.0
126,60,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,8.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,5,707.0,GasA,Y,707.0,1414.0,2.0,3,6.0,1.0,4,Attchd,3,2.0,403.0,35.0,None,WD ,2.0,2.0,178000.0
127,70,RL,Pave,None,HLS,Inside,Crawfor,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,3,637.0,GasA,Y,959.0,1609.0,1.0,3,8.0,2.0,4,2Types,1,3.0,579.0,0.0,None,WD ,74.0,16.0,199500.0
128,60,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,3,813.0,GasA,Y,813.0,1525.0,2.0,2,6.0,1.0,3,Attchd,3,2.0,400.0,72.0,None,WD ,9.0,8.0,183500.0
129,80,RM,Pave,None,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,SLvl,5.0,Hip,CompShg,HdBoard,Plywood,None,1,CBlock,4,624.0,GasA,Y,1092.0,1656.0,1.0,2,7.0,1.0,1,Attchd,1,1.0,288.0,180.0,None,WD ,41.0,41.0,126000.0
131,60,RL,Pave,None,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,5.0,Gable,CompShg,VinylSd,VinylSd,None,2,BrkTil,3,676.0,GasA,Y,676.0,1352.0,2.0,3,7.0,0.0,0,Detchd,1,2.0,720.0,0.0,None,WD ,70.0,3.0,149000.0
133,120,RL,Pave,None,Lvl,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,8.0,Gable,CompShg,BrkFace,BrkFace,None,3,PConc,4,1719.0,GasA,Y,1719.0,1719.0,1.0,3,6.0,2.0,4,Attchd,3,2.0,473.0,30.0,None,Con,15.0,15.0,324000.0
134,30,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,Stucco,Stucco,None,2,CBlock,3,864.0,GasA,N,864.0,864.0,1.0,2,5.0,0.0,0,None,0,0.0,0.0,0.0,None,WD ,83.0,58.0,98000.0
136,50,RL,Pave,None,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1.5Fin,5.0,Gable,CompShg,VinylSd,VinylSd,None,2,CBlock,3,780.0,GasA,N,780.0,1020.0,1.0,2,6.0,0.0,0,None,0,0.0,0.0,0.0,None,WD ,135.0,14.0,94000.0
137,120,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,Stone,3,PConc,4,1554.0,GasA,Y,1554.0,1554.0,2.0,3,6.0,1.0,4,Attchd,2,2.0,627.0,73.0,None,WD ,1.0,1.0,209500.0
138,60,RL,Pave,None,HLS,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,10.0,Hip,CompShg,CemntBd,CmentBd,BrkFace,4,PConc,5,1528.0,GasA,Y,1528.0,3390.0,3.0,4,10.0,1.0,5,BuiltIn,3,3.0,758.0,34.0,None,New,0.0,0.0,545224.0
139,70,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,PConc,3,780.0,GasA,Y,780.0,1560.0,1.0,3,7.0,0.0,0,None,0,0.0,0.0,0.0,None,WD ,98.0,1.0,159900.0
141,60,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,4,982.0,GasA,Y,1008.0,1889.0,2.0,2,9.0,1.0,3,Attchd,3,2.0,431.0,0.0,None,WD ,6.0,6.0,215000.0
142,20,RL,Pave,None,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,HdBoard,HdBoard,None,2,CBlock,3,1040.0,GasA,Y,1040.0,1040.0,1.0,2,6.0,0.0,0,Detchd,1,1.0,260.0,104.0,None,WD ,48.0,0.0,127000.0
143,20,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,WdShing,Wd Shng,None,2,CBlock,3,1172.0,GasA,Y,1172.0,1172.0,1.0,2,5.0,0.0,0,Attchd,3,1.0,366.0,0.0,None,WD ,56.0,12.0,128000.0
144,20,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8.0,Gable,CompShg,CemntBd,CmentBd,None,3,PConc,5,1642.0,GasA,Y,1418.0,1418.0,1.0,3,6.0,1.0,4,Attchd,2,3.0,852.0,192.0,None,New,0.0,0.0,267916.0
145,50,RM,Pave,None,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,3,884.0,GasA,Y,959.0,1367.0,1.0,2,6.0,1.0,4,Detchd,1,1.0,560.0,0.0,None,WD ,76.0,57.0,127500.0
146,85,RL,Pave,None,Lvl,Corner,Edwards,Norm,Norm,1Fam,SFoyer,7.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,Slab,0,0.0,GasA,Y,495.0,1922.0,3.0,3,7.0,1.0,5,BuiltIn,2,2.0,672.0,0.0,None,ConLD,6.0,6.0,198500.0
147,20,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,2,CBlock,4,1422.0,GasA,Y,1422.0,1422.0,2.0,3,7.0,1.0,3,Attchd,3,2.0,576.0,0.0,None,WD ,27.0,27.0,175500.0
148,60,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,985.0,GasA,Y,985.0,1842.0,2.0,3,7.0,1.0,3,Attchd,3,2.0,486.0,96.0,None,WD ,7.0,7.0,217500.0
149,50,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,4.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,888.0,GasA,Y,888.0,1962.0,1.0,2,9.0,1.0,3,Detchd,1,2.0,572.0,0.0,None,WD ,95.0,60.0,149500.0
150,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,PConc,3,864.0,GasA,Y,1120.0,1120.0,1.0,2,5.0,1.0,3,Attchd,2,2.0,656.0,162.0,Shed,WD ,43.0,5.0,148800.0
151,60,RL,Pave,None,Lvl,Inside,StoneBr,Norm,Norm,1Fam,2Story,9.0,Hip,CompShg,CemntBd,CmentBd,Stone,3,PConc,5,1992.0,GasA,Y,1992.0,2868.0,3.0,4,11.0,1.0,4,BuiltIn,3,3.0,716.0,108.0,None,New,1.0,0.0,556581.0
152,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6.0,Hip,CompShg,BrkFace,BrkFace,None,2,CBlock,3,1478.0,GasA,Y,1478.0,1478.0,1.0,2,6.0,2.0,4,Attchd,2,2.0,442.0,0.0,None,WD ,52.0,52.0,156500.0
153,60,RL,Pave,None,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,930.0,GasA,Y,950.0,1995.0,2.0,3,8.0,1.0,3,Attchd,2,2.0,610.0,170.0,None,WD ,11.0,10.0,237000.0
154,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,912.0,GasA,Y,912.0,912.0,1.0,2,5.0,0.0,0,Attchd,3,1.0,297.0,285.0,Shed,WD ,49.0,22.0,120000.0
155,20,RL,Pave,None,Lvl,Corner,Gilbert,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,4,1326.0,GasA,Y,1326.0,1326.0,2.0,3,6.0,0.0,0,Attchd,3,2.0,388.0,23.0,Shed,WD ,2.0,2.0,203000.0
156,120,RL,Pave,None,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,Gable,CompShg,HdBoard,HdBoard,None,2,CBlock,4,1191.0,GasA,Y,1204.0,1204.0,2.0,2,5.0,0.0,0,Attchd,2,2.0,461.0,70.0,None,WD ,19.0,19.0,130000.0
157,60,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,3,780.0,GasA,Y,798.0,1611.0,1.0,2,7.0,0.0,0,Attchd,2,2.0,442.0,128.0,None,WD ,44.0,44.0,167900.0
158,190,RL,Pave,None,Lvl,Inside,BrkSide,RRAn,Norm,2fmCon,1Story,4.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,3,960.0,GasW,N,960.0,960.0,1.0,2,6.0,0.0,0,Detchd,1,2.0,576.0,288.0,None,WD ,36.0,36.0,129000.0
159,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,3,1070.0,GasA,Y,1236.0,1236.0,1.0,3,6.0,1.0,2,Attchd,1,1.0,447.0,0.0,None,WD ,49.0,10.0,134450.0
160,30,RL,Pave,None,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,3,816.0,GasA,Y,1416.0,1416.0,2.0,3,7.0,0.0,0,Attchd,1,2.0,576.0,0.0,None,WD ,89.0,0.0,112000.0
161,60,RL,Pave,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,PConc,4,929.0,GasA,Y,946.0,1873.0,2.0,3,7.0,1.0,3,Attchd,2,2.0,619.0,48.0,None,WD ,19.0,19.0,207000.0
162,90,RM,Pave,Grvl,Bnk,Inside,OldTown,Norm,Norm,Duplex,2Story,5.0,Hip,CompShg,MetalSd,MetalSd,None,2,BrkTil,3,1040.0,GasA,N,1088.0,2128.0,2.0,2,11.0,0.0,0,None,0,0.0,0.0,56.0,None,WD ,87.0,59.0,62500.0
163,160,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,2Story,7.0,Gable,CompShg,VinylSd,Wd Shng,Stone,3,PConc,4,764.0,GasA,Y,764.0,1626.0,2.0,3,6.0,0.0,0,BuiltIn,2,2.0,474.0,27.0,None,WD ,5.0,4.0,154000.0
164,20,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,WdShing,Wd Shng,None,2,CBlock,3,816.0,GasA,Y,816.0,816.0,1.0,2,5.0,0.0,0,Detchd,1,1.0,308.0,0.0,None,WD ,49.0,49.0,129900.0
165,160,RM,Pave,None,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,5.0,Gable,CompShg,CemntBd,CmentBd,None,2,CBlock,4,536.0,GasA,Y,536.0,1112.0,1.0,2,4.0,0.0,0,Attchd,1,1.0,336.0,0.0,None,WD ,34.0,34.0,85000.0
166,50,RM,Pave,None,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,7.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,PConc,3,572.0,GasA,Y,572.0,1111.0,1.0,2,5.0,1.0,4,Detchd,1,1.0,288.0,0.0,None,WD ,82.0,58.0,116900.0
168,190,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,2fmCon,1.5Fin,4.0,Gable,CompShg,MetalSd,MetalSd,None,2,BrkTil,4,672.0,Grav,N,672.0,924.0,1.0,1,5.0,0.0,0,Detchd,1,1.0,280.0,0.0,None,WD ,69.0,60.0,80000.0
169,85,RL,Pave,None,Lvl,CulDSac,Sawyer,Norm,Norm,1Fam,SFoyer,5.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,4,1060.0,GasA,Y,1126.0,1126.0,1.0,2,5.0,0.0,0,Attchd,1,2.0,506.0,0.0,None,WD ,24.0,24.0,152000.0
170,20,RL,Pave,None,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,VinylSd,VinylSd,None,2,CBlock,2,381.0,GasA,Y,992.0,992.0,1.0,2,6.0,0.0,0,Detchd,1,1.0,319.0,0.0,None,Oth,56.0,56.0,155891.0
171,50,RL,Pave,Pave,Bnk,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6.0,Gable,CompShg,Wd Sdng,Wd Shng,None,2,PConc,3,768.0,GasA,Y,752.0,1376.0,1.0,3,7.0,0.0,0,Detchd,1,2.0,576.0,54.0,None,WD ,87.0,57.0,165000.0
172,20,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7.0,Hip,CompShg,VinylSd,VinylSd,None,3,PConc,4,1218.0,GasA,Y,1218.0,1218.0,2.0,3,4.0,0.0,0,Attchd,2,2.0,676.0,136.0,None,New,1.0,0.0,204500.0
173,70,RL,Pave,None,Lvl,Inside,NAmes,Artery,Norm,1Fam,2Story,5.0,Gable,CompShg,MetalSd,MetalSd,Stone,2,CBlock,3,728.0,GasA,Y,888.0,1644.0,1.0,3,7.0,2.0,4,Attchd,1,1.0,312.0,0.0,None,WD ,65.0,12.0,146500.0
174,20,RL,Pave,None,Lvl,Inside,NWAmes,RRAn,Norm,1Fam,1Story,7.0,Gable,CompShg,Plywood,Plywood,BrkFace,2,CBlock,4,1271.0,GasA,Y,1601.0,1601.0,2.0,2,7.0,1.0,3,Attchd,2,2.0,478.0,0.0,None,COD,31.0,31.0,157000.0
175,70,RM,Pave,None,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,Wd Sdng,Wd Shng,None,2,BrkTil,3,1313.0,GasW,Y,1313.0,2495.0,2.0,2,10.0,1.0,4,Detchd,1,2.0,342.0,299.0,None,WD ,118.0,9.0,184000.0
176,60,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,783.0,GasA,Y,807.0,1509.0,2.0,3,7.0,1.0,4,Attchd,3,2.0,393.0,75.0,None,WD ,4.0,3.0,183200.0
177,20,RL,Pave,None,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1092.0,GasA,Y,1092.0,1092.0,1.0,2,6.0,1.0,1,Attchd,1,1.0,288.0,20.0,None,WD ,47.0,47.0,139000.0
180,20,RM,Pave,None,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,4.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,4,1121.0,GasA,Y,1121.0,1121.0,2.0,2,5.0,0.0,0,Attchd,2,2.0,440.0,64.0,None,WD ,7.0,6.0,140000.0
181,20,RM,Pave,None,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,6.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,912.0,GasA,Y,1236.0,1236.0,1.0,2,6.0,0.0,0,Attchd,1,2.0,923.0,158.0,None,WD ,53.0,14.0,149700.0
182,20,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,HdBoard,HdBoard,None,2,CBlock,4,1056.0,GasA,Y,1074.0,1074.0,1.0,2,6.0,0.0,0,Attchd,2,2.0,495.0,88.0,None,WD ,31.0,31.0,153500.0
183,20,A (agr),Pave,None,Low,Inside,IDOTRR,Norm,Norm,1Fam,1Story,1.0,Gable,CompShg,AsbShng,VinylSd,None,1,Slab,0,0.0,Wall,N,733.0,733.0,1.0,1,4.0,0.0,0,Attchd,1,2.0,487.0,0.0,None,WD ,56.0,56.0,13100.0
184,60,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,884.0,GasA,Y,884.0,1768.0,2.0,3,8.0,0.0,0,Attchd,2,2.0,543.0,63.0,None,WD ,5.0,5.0,224900.0
185,20,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,1257.0,GasA,Y,1266.0,1266.0,2.0,3,6.0,1.0,3,Attchd,1,2.0,453.0,144.0,None,WD ,1.0,1.0,176000.0
186,50,RL,Pave,None,Lvl,Inside,NoRidge,Norm,Norm,1Fam,1.5Fin,8.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,PConc,4,1683.0,GasA,Y,2129.0,2872.0,2.0,3,9.0,1.0,3,Attchd,3,2.0,541.0,33.0,None,WD ,15.0,7.0,285000.0
187,20,RL,Pave,None,Lvl,CulDSac,Somerst,RRAn,Norm,1Fam,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,Stone,3,PConc,4,1485.0,GasA,Y,1464.0,1464.0,2.0,3,6.0,0.0,0,Attchd,1,3.0,754.0,160.0,None,WD ,0.0,0.0,282922.0
188,60,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,2,CBlock,3,924.0,GasA,Y,1216.0,2157.0,2.0,3,8.0,2.0,4,Attchd,3,2.0,487.0,66.0,None,WD ,40.0,40.0,226000.0
189,60,RL,Pave,None,Lvl,Inside,StoneBr,Norm,Norm,1Fam,2Story,8.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,4,PConc,5,1234.0,GasA,Y,1264.0,2576.0,2.0,4,10.0,1.0,4,BuiltIn,3,3.0,666.0,100.0,None,New,0.0,0.0,361919.0
190,60,RL,Pave,None,HLS,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,9.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,5,1398.0,GasA,Y,1414.0,2798.0,3.0,4,11.0,1.0,4,BuiltIn,3,3.0,670.0,37.0,None,New,1.0,0.0,457347.0
192,20,RL,Pave,None,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,Plywood,ImStucc,None,2,PConc,3,1567.0,GasA,Y,1567.0,1567.0,2.0,3,5.0,2.0,3,Attchd,2,2.0,714.0,32.0,None,WD ,32.0,32.0,196000.0
193,20,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,4,1090.0,GasA,Y,1370.0,1370.0,2.0,2,6.0,1.0,3,Attchd,2,2.0,479.0,0.0,None,WD ,33.0,33.0,152000.0
194,90,RL,Pave,None,Lvl,Inside,NAmes,Artery,Norm,Duplex,2Story,5.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,2,CBlock,3,1248.0,GasA,Y,1338.0,2634.0,2.0,2,12.0,0.0,0,Detchd,1,4.0,968.0,0.0,None,WD ,40.0,40.0,200000.0
195,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,8.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,5,1570.0,GasA,Y,1590.0,1590.0,2.0,4,6.0,0.0,0,Attchd,3,3.0,754.0,80.0,None,New,1.0,0.0,294900.0
196,20,RL,Pave,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1450.0,GasA,Y,1450.0,1450.0,2.0,3,6.0,0.0,0,Attchd,2,3.0,788.0,93.0,None,New,1.0,0.0,224243.0
